PassengerId,Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
497,1,1,1,3.0,2.0,1.2,1,1,0.4
498,0,3,0,2.0,0.0,2.0,0,0,0.0
499,0,1,1,1.0,3.0,0.8,0,2,1.2
500,0,3,0,1.0,0.0,2.0,0,0,0.0
501,0,3,0,1.0,0.0,2.0,0,0,0.0
502,0,3,1,1.0,0.0,2.0,2,1,0.0
503,0,3,1,1.0,0.0,2.0,2,1,0.0
504,0,3,1,3.0,0.0,2.0,0,1,0.0
505,1,1,1,0.0,2.0,0.4,0,1,0.0
506,0,1,0,1.0,3.0,0.8,1,0,0.4
507,1,2,1,2.0,1.0,1.8,0,2,0.8
508,1,1,0,2.0,1.0,0.8,0,0,0.0
509,0,3,0,2.0,1.0,2.0,0,0,0.0
510,1,3,0,1.0,2.0,2.0,0,0,0.0
511,1,3,0,2.0,0.0,2.0,2,0,0.0
512,0,3,0,2.0,0.0,2.0,0,0,0.0
513,1,1,0,2.0,1.0,1.6,0,0,0.0
514,1,1,1,3.0,2.0,0.8,1,2,0.4
515,0,3,0,1.0,0.0,2.0,0,0,0.0
516,0,1,0,3.0,2.0,1.2,0,0,0.0
517,1,2,1,2.0,0.0,2.0,0,2,0.0
518,0,3,0,2.0,1.0,2.0,2,0,0.0
519,1,2,1,2.0,1.0,1.8,0,2,0.4
520,0,3,0,2.0,0.0,2.0,0,0,0.0
521,1,1,1,2.0,2.0,0.4,0,1,0.0
522,0,3,0,1.0,0.0,2.0,0,0,0.0
523,0,3,0,2.0,0.0,2.0,1,0,0.0
524,1,1,1,3.0,2.0,0.4,1,2,0.4
525,0,3,0,2.0,0.0,2.0,1,0,0.0
526,0,3,0,3.0,0.0,2.0,2,0,0.0
527,1,2,1,3.0,0.0,1.8,0,1,0.0
528,0,1,0,2.0,3.0,0.8,0,0,0.0
529,0,3,0,3.0,0.0,2.0,0,0,0.0
530,0,2,0,1.0,0.0,1.8,0,0,1.2
531,1,2,1,0.0,1.0,1.8,0,1,0.8
532,0,3,0,2.0,0.0,2.0,1,0,0.0
533,0,3,0,1.0,0.0,2.0,1,0,0.8
534,1,3,1,2.0,1.0,2.0,1,2,0.8
535,0,3,1,2.0,0.0,2.0,0,1,0.0
536,1,2,1,0.0,1.0,1.8,0,1,0.8
537,0,1,0,3.0,1.0,0.4,0,3,0.0
538,1,1,1,2.0,3.0,0.8,1,1,0.0
539,0,3,0,2.0,0.0,2.0,0,0,0.0
540,1,1,1,1.0,2.0,0.4,1,1,0.8
541,1,1,1,2.0,2.0,0.4,0,1,0.8
542,0,3,1,0.0,2.0,2.0,0,1,2.4
543,0,3,1,0.0,2.0,2.0,0,1,2.4
544,1,2,0,2.0,1.0,1.8,0,0,0.4
545,0,1,0,3.0,3.0,0.8,1,0,0.4
546,0,1,0,4.0,1.0,0.8,0,0,0.0
547,1,2,1,1.0,1.0,1.8,0,2,0.4
548,1,2,0,2.0,0.0,1.8,1,0,0.0
549,0,3,0,2.0,1.0,2.0,0,0,0.8
550,1,2,0,0.0,2.0,1.8,0,3,0.8
551,1,1,0,1.0,3.0,0.8,1,0,0.8
552,0,2,0,2.0,1.0,1.8,0,0,0.0
553,0,3,0,2.0,0.0,2.0,2,0,0.0
554,1,3,0,1.0,0.0,2.0,1,0,0.0
555,1,3,1,1.0,0.0,2.0,0,1,0.0
556,0,1,0,3.0,1.0,0.8,0,0,0.0
557,1,1,1,3.0,2.0,0.0,1,3,0.4
558,0,1,0,2.0,3.0,0.8,1,0,0.0
559,1,1,1,3.0,2.0,1.6,0,2,0.8
560,1,3,1,2.0,1.0,2.0,0,2,0.4
561,0,3,0,2.0,0.0,2.0,2,0,0.0
562,0,3,0,3.0,0.0,2.0,0,0,0.0
563,0,2,0,2.0,0.0,1.8,0,0,0.0
564,0,3,0,2.0,0.0,2.0,0,0,0.0
565,0,3,1,1.0,0.0,2.0,0,1,0.0
566,0,3,0,1.0,1.0,2.0,0,0,0.8
567,0,3,0,1.0,0.0,2.0,0,0,0.0
568,0,3,1,2.0,1.0,2.0,0,2,1.6
569,0,3,0,2.0,0.0,2.0,1,0,0.0
570,1,3,0,2.0,0.0,2.0,0,0,0.0
571,1,2,0,3.0,0.0,1.8,0,0,0.0
572,1,1,1,3.0,2.0,0.8,0,2,0.8
573,1,1,0,2.0,1.0,1.6,0,0,0.0
574,1,3,1,1.0,0.0,2.0,2,1,0.0
575,0,3,0,0.0,0.0,2.0,0,0,0.0
576,0,3,0,1.0,0.0,2.0,0,0,0.0
577,1,2,1,2.0,0.0,1.8,0,1,0.0
578,1,1,1,3.0,2.0,1.6,0,2,0.4
579,0,3,1,2.0,0.0,2.0,1,2,0.4
580,1,3,0,2.0,0.0,2.0,0,0,0.0
581,1,2,1,1.0,1.0,1.8,0,1,0.8
582,1,1,1,3.0,3.0,0.8,1,2,0.8
583,0,2,0,3.0,1.0,1.8,0,0,0.0
584,0,1,0,2.0,2.0,0.0,1,0,0.0
585,0,3,0,2.0,0.0,2.0,1,0,0.0
586,1,1,1,1.0,2.0,1.6,0,1,0.8
587,0,2,0,3.0,0.0,1.8,0,0,0.0
588,1,1,0,3.0,2.0,0.4,1,0,0.8
589,0,3,0,1.0,0.0,2.0,0,0,0.0
590,0,3,0,2.0,0.0,2.0,0,0,0.0
591,0,3,0,2.0,0.0,2.0,0,0,0.0
592,1,1,1,3.0,2.0,1.2,1,2,0.4
593,0,3,0,3.0,0.0,2.0,0,0,0.0
594,0,3,1,1.0,0.0,2.0,2,1,0.8
595,0,2,0,3.0,1.0,1.8,0,0,0.4
596,0,3,0,2.0,1.0,2.0,0,0,0.8
597,1,2,1,1.0,2.0,1.8,0,1,0.0
598,0,3,0,3.0,0.0,2.0,0,0,0.0
599,0,3,0,2.0,0.0,2.0,1,0,0.0
600,1,1,0,3.0,2.0,0.0,1,3,0.4
601,1,2,1,1.0,1.0,1.8,0,2,1.2
602,0,3,0,2.0,0.0,2.0,0,0,0.0
603,0,1,0,2.0,2.0,0.8,0,0,0.0
604,0,3,0,3.0,0.0,2.0,0,0,0.0
605,1,1,0,2.0,1.0,0.8,1,0,0.0
606,0,3,0,2.0,0.0,2.0,0,0,0.4
607,0,3,0,2.0,0.0,2.0,0,0,0.0
608,1,1,0,2.0,2.0,0.8,0,0,0.0
609,1,2,1,1.0,2.0,1.8,1,2,1.2
610,1,1,1,3.0,3.0,0.8,0,1,0.0
611,0,3,1,3.0,2.0,2.0,0,2,2.4
612,0,3,0,2.0,0.0,2.0,0,0,0.0
613,1,3,1,1.0,0.0,2.0,2,1,0.4
614,0,3,0,2.0,0.0,2.0,2,0,0.0
615,0,3,0,2.0,0.0,2.0,0,0,0.0
616,1,2,1,1.0,2.0,1.8,0,1,1.2
617,0,3,0,2.0,0.0,2.0,0,0,0.8
618,0,3,1,1.0,0.0,2.0,0,2,0.4
619,1,2,1,0.0,2.0,2.0,0,1,1.2
620,0,2,0,1.0,0.0,1.8,0,0,0.0
621,0,3,0,2.0,0.0,2.0,1,0,0.4
622,1,1,0,3.0,2.0,1.2,0,0,0.4
623,1,3,0,1.0,0.0,2.0,1,0,0.8
624,0,3,0,1.0,0.0,2.0,0,0,0.0
625,0,3,0,1.0,0.0,2.0,0,0,0.0
626,0,1,0,3.0,2.0,1.2,0,0,0.0
627,0,2,0,3.0,0.0,1.8,2,3,0.0
628,1,1,1,1.0,2.0,1.2,0,1,0.0
629,0,3,0,1.0,0.0,2.0,0,0,0.0
630,0,3,0,2.0,0.0,2.0,2,0,0.0
631,1,1,0,4.0,1.0,0.0,0,0,0.0
632,0,3,0,3.0,0.0,2.0,0,0,0.0
633,1,1,0,2.0,2.0,0.4,1,3,0.0
634,0,1,0,2.0,0.0,0.8,0,0,0.0
635,0,3,1,0.0,1.0,2.0,0,1,2.0
636,1,2,1,2.0,0.0,1.8,0,1,0.0
637,0,3,0,2.0,0.0,2.0,0,0,0.0
638,0,2,0,2.0,1.0,1.8,0,0,0.8
639,0,3,1,3.0,2.0,2.0,0,2,2.0
640,0,3,0,2.0,0.0,2.0,0,0,0.4
641,0,3,0,1.0,0.0,2.0,0,0,0.0
642,1,1,1,1.0,2.0,0.4,1,3,0.0
643,0,3,1,0.0,1.0,2.0,0,1,2.0
644,1,3,0,2.0,2.0,2.0,0,0,0.0
645,1,3,1,0.0,1.0,2.0,1,1,1.2
646,1,1,0,3.0,2.0,1.2,1,0,0.4
647,0,3,0,1.0,0.0,2.0,0,0,0.0
648,1,1,0,3.0,2.0,0.0,1,3,0.0
649,0,3,0,2.0,0.0,2.0,0,0,0.0
650,1,3,1,1.0,0.0,2.0,0,1,0.0
651,0,3,0,2.0,0.0,2.0,0,0,0.0
652,1,2,1,1.0,1.0,1.8,0,1,0.4
653,0,3,0,1.0,0.0,2.0,0,0,0.0
654,1,3,1,1.0,0.0,2.0,2,1,0.0
655,0,3,1,1.0,0.0,2.0,2,1,0.0
656,0,2,0,1.0,2.0,1.8,0,0,0.8
657,0,3,0,2.0,0.0,2.0,0,0,0.0
658,0,3,1,2.0,0.0,2.0,2,2,0.8
659,0,2,0,1.0,0.0,1.8,0,0,0.0
660,0,1,0,3.0,3.0,1.2,1,0,0.8
661,1,1,0,3.0,3.0,0.8,0,3,0.8
662,0,3,0,3.0,0.0,2.0,1,0,0.0
663,0,1,0,3.0,1.0,1.6,0,0,0.0
664,0,3,0,2.0,0.0,2.0,0,0,0.0
665,1,3,0,1.0,0.0,2.0,0,0,0.4
666,0,2,0,2.0,2.0,1.8,0,0,0.8
667,0,2,0,1.0,0.0,1.8,0,0,0.0
668,0,3,0,2.0,0.0,2.0,0,0,0.0
669,0,3,0,3.0,0.0,2.0,0,0,0.0
670,1,1,1,2.0,2.0,0.8,0,2,0.4
671,1,2,1,3.0,2.0,1.8,0,2,0.8
672,0,1,0,2.0,2.0,0.4,0,0,0.4
673,0,2,0,4.0,0.0,1.8,0,0,0.0
674,1,2,0,2.0,0.0,1.8,0,0,0.0
675,0,2,0,2.0,0.0,1.8,0,0,0.0
676,0,3,0,1.0,0.0,2.0,0,0,0.0
677,0,3,0,1.0,0.0,2.0,0,0,0.0
678,1,3,1,1.0,0.0,2.0,0,1,0.0
679,0,3,1,3.0,2.0,2.0,0,2,2.8
680,1,1,0,2.0,3.0,0.4,1,0,0.4
681,0,3,1,1.0,0.0,2.0,2,1,0.0
682,1,1,0,2.0,2.0,1.2,1,0,0.0
683,0,3,0,1.0,0.0,2.0,0,0,0.0
684,0,3,0,0.0,2.0,2.0,0,0,2.8
685,0,2,0,3.0,2.0,1.8,0,0,0.8
686,0,2,0,1.0,2.0,1.8,1,0,1.2
687,0,3,0,0.0,2.0,2.0,0,0,2.0
688,0,3,0,1.0,0.0,2.0,0,0,0.0
689,0,3,0,1.0,0.0,2.0,0,0,0.0
690,1,1,1,0.0,3.0,0.4,0,1,0.4
691,1,1,0,2.0,2.0,0.4,0,0,0.4
692,1,3,1,0.0,0.0,2.0,1,1,0.4
693,1,3,0,2.0,2.0,2.0,0,0,0.0
694,0,3,0,1.0,0.0,2.0,1,0,0.0
695,0,1,0,3.0,1.0,0.8,0,3,0.0
696,0,2,0,3.0,0.0,1.8,0,0,0.0
697,0,3,0,3.0,0.0,2.0,0,0,0.0
698,1,3,1,1.0,0.0,2.0,2,1,0.0
699,0,1,0,3.0,3.0,0.8,1,0,0.8
700,0,3,0,3.0,0.0,2.0,0,0,0.0
701,1,1,1,1.0,3.0,0.8,1,2,0.4
702,1,1,0,2.0,1.0,1.6,0,0,0.0
703,0,3,1,1.0,0.0,2.0,1,1,0.4
704,0,3,0,1.0,0.0,2.0,2,0,0.0
705,0,3,0,1.0,0.0,2.0,0,0,0.4
706,0,2,0,3.0,1.0,1.8,0,0,0.0
707,1,2,1,3.0,0.0,1.8,0,2,0.0
708,1,1,0,3.0,1.0,1.6,0,0,0.0
709,1,1,1,1.0,3.0,0.8,0,1,0.0
710,1,3,0,0.0,0.0,2.0,1,3,0.8
711,1,1,1,1.0,2.0,0.8,1,3,0.0
712,0,1,0,2.0,1.0,0.8,0,0,0.0
713,1,1,0,3.0,2.0,0.8,0,0,0.4
714,0,3,0,2.0,0.0,2.0,0,0,0.0
715,0,2,0,3.0,0.0,1.8,0,0,0.0
716,0,3,0,1.0,0.0,2.0,0,0,0.0
717,1,1,1,3.0,3.0,0.8,1,1,0.0
718,1,2,1,2.0,0.0,1.6,0,1,0.0
719,0,3,0,2.0,0.0,2.0,2,0,0.0
720,0,3,0,2.0,0.0,2.0,0,0,0.0
721,1,2,1,0.0,2.0,1.8,0,1,0.4
722,0,3,0,1.0,0.0,2.0,0,0,0.4
723,0,2,0,2.0,0.0,1.8,0,0,0.0
724,0,2,0,3.0,0.0,1.8,0,0,0.0
725,1,1,0,2.0,2.0,1.6,0,0,0.4
726,0,3,0,1.0,0.0,2.0,0,0,0.0
727,1,2,1,2.0,1.0,1.8,0,2,1.2
728,1,3,1,1.0,0.0,2.0,2,1,0.0
729,0,2,0,1.0,1.0,1.8,0,0,0.4
730,0,3,1,1.0,0.0,2.0,0,1,0.4
731,1,1,1,2.0,3.0,0.4,0,1,0.0
732,0,3,0,0.0,1.0,2.0,1,0,0.0
733,0,2,0,2.0,0.0,1.8,0,0,0.0
734,0,2,0,1.0,0.0,1.8,0,0,0.0
735,0,2,0,1.0,0.0,1.8,0,0,0.0
736,0,3,0,2.0,0.0,2.0,0,0,0.0
737,0,3,1,3.0,2.0,2.0,0,2,1.6
738,1,1,0,2.0,3.0,0.4,1,0,0.0
739,0,3,0,2.0,0.0,2.0,0,0,0.0
740,0,3,0,2.0,0.0,2.0,0,0,0.0
741,1,1,0,2.0,1.0,1.2,0,0,0.0
742,0,1,0,2.0,2.0,0.8,0,0,0.4
743,1,1,1,1.0,3.0,0.4,1,1,1.6
744,0,3,0,1.0,0.0,2.0,0,0,0.4
745,1,3,0,2.0,0.0,2.0,0,0,0.0
746,0,1,0,4.0,2.0,0.4,0,3,0.8
747,0,3,0,0.0,1.0,2.0,0,0,0.8
748,1,2,1,2.0,0.0,1.8,0,1,0.0
749,0,1,0,1.0,2.0,1.2,0,0,0.4
750,0,3,0,2.0,0.0,2.0,2,0,0.0
751,1,2,1,0.0,1.0,1.8,0,1,0.8
752,1,3,0,0.0,0.0,1.6,0,3,0.4
753,0,3,0,2.0,0.0,2.0,0,0,0.0
754,0,3,0,1.0,0.0,2.0,0,0,0.0
755,1,2,1,3.0,2.0,1.8,0,2,1.2
756,1,2,0,0.0,0.0,1.8,0,3,0.8
757,0,3,0,2.0,0.0,2.0,0,0,0.0
758,0,2,0,1.0,0.0,1.8,0,0,0.0
759,0,3,0,2.0,0.0,2.0,0,0,0.0
760,1,1,1,2.0,2.0,0.4,0,3,0.0
761,0,3,0,2.0,0.0,2.0,0,0,0.0
762,0,3,0,3.0,0.0,2.0,0,0,0.0
763,1,3,0,1.0,0.0,2.0,1,0,0.0
764,1,1,1,2.0,3.0,0.4,0,2,1.2
765,0,3,0,0.0,0.0,2.0,0,0,0.0
766,1,1,1,3.0,2.0,1.2,0,2,0.4
767,0,1,0,0.0,2.0,0.8,1,3,0.0
768,0,3,1,2.0,0.0,2.0,2,1,0.0
769,0,3,0,2.0,1.0,2.0,2,0,0.4
770,0,3,0,2.0,0.0,2.0,0,0,0.0
771,0,3,0,1.0,0.0,2.0,0,0,0.0
772,0,3,0,3.0,0.0,2.0,0,0,0.0
773,0,2,1,3.0,0.0,1.6,0,2,0.0
774,0,3,0,2.0,0.0,2.0,1,0,0.0
775,1,2,1,3.0,1.0,1.8,0,2,1.6
776,0,3,0,1.0,0.0,2.0,0,0,0.0
777,0,3,0,2.0,0.0,2.0,2,0,0.0
778,1,3,1,0.0,0.0,2.0,0,1,0.0
779,0,3,0,2.0,0.0,2.0,2,0,0.0
780,1,1,1,3.0,3.0,0.4,0,2,0.4
781,1,3,1,0.0,0.0,2.0,1,1,0.0
782,1,1,1,1.0,2.0,0.4,0,2,0.4
783,0,1,0,2.0,1.0,1.2,0,0,0.0
784,0,3,0,2.0,1.0,2.0,0,0,1.2
785,0,3,0,1.0,0.0,2.0,0,0,0.0
786,0,3,0,1.0,0.0,2.0,0,0,0.0
787,1,3,1,1.0,0.0,2.0,0,1,0.0
788,0,3,0,0.0,1.0,2.0,2,3,2.0
789,1,3,0,0.0,1.0,2.0,0,3,1.2
790,0,1,0,3.0,2.0,0.4,1,0,0.0
791,0,3,0,2.0,0.0,2.0,2,0,0.0
792,0,2,0,0.0,1.0,1.8,0,0,0.0
793,0,3,1,1.0,2.0,2.0,0,1,4.0
794,0,1,0,2.0,2.0,0.8,1,0,0.0
795,0,3,0,1.0,0.0,2.0,0,0,0.0
796,0,2,0,3.0,0.0,1.8,0,0,0.0
797,1,1,1,3.0,1.0,1.2,0,3,0.0
798,1,3,1,2.0,0.0,2.0,0,2,0.0
799,0,3,0,2.0,0.0,2.0,1,0,0.0
800,0,3,1,2.0,1.0,2.0,0,2,0.8
801,0,2,0,2.0,0.0,1.8,0,0,0.0
802,1,2,1,2.0,1.0,1.8,0,2,0.8
803,1,1,0,0.0,3.0,0.4,0,3,1.2
804,1,3,0,0.0,0.0,2.0,1,3,0.4
805,1,3,0,2.0,0.0,2.0,0,0,0.0
806,0,3,0,2.0,0.0,2.0,0,0,0.0
807,0,1,0,3.0,0.0,0.0,0,0,0.0
808,0,3,1,1.0,0.0,2.0,0,1,0.0
809,0,2,0,3.0,0.0,1.8,0,0,0.0
810,1,1,1,2.0,2.0,1.6,0,2,0.4
811,0,3,0,1.0,0.0,2.0,0,0,0.0
812,0,3,0,3.0,1.0,2.0,0,0,0.0
813,0,2,0,2.0,0.0,1.8,0,0,0.0
814,0,3,1,0.0,2.0,2.0,0,1,2.4
815,0,3,0,2.0,0.0,2.0,0,0,0.0
816,0,1,0,2.0,0.0,0.4,0,0,0.0
817,0,3,1,1.0,0.0,2.0,0,1,0.0
818,0,2,0,2.0,2.0,1.8,1,0,0.8
819,0,3,0,3.0,0.0,2.0,0,0,0.0
820,0,3,0,0.0,1.0,2.0,0,3,2.0
821,1,1,1,3.0,2.0,0.4,0,2,0.8
822,1,3,0,2.0,0.0,2.0,0,0,0.0
823,0,1,0,3.0,0.0,0.8,0,3,0.0
824,1,3,1,2.0,0.0,1.6,0,2,0.4
825,0,3,0,0.0,2.0,2.0,0,3,2.0
826,0,3,0,2.0,0.0,2.0,2,0,0.0
827,0,3,0,2.0,2.0,2.0,0,0,0.0
828,1,2,0,0.0,2.0,1.8,1,3,0.8
829,1,3,0,2.0,0.0,2.0,2,0,0.0
830,1,1,1,3.0,2.0,0.4,0,2,0.0
831,1,3,1,0.0,0.0,2.0,1,2,0.4
832,1,2,0,0.0,1.0,1.8,0,3,0.8
833,0,3,0,2.0,0.0,2.0,1,0,0.0
834,0,3,0,1.0,0.0,2.0,0,0,0.0
835,0,3,0,1.0,0.0,2.0,0,0,0.0
836,1,1,1,3.0,2.0,1.6,1,1,0.8
837,0,3,0,1.0,0.0,2.0,0,0,0.0
838,0,3,0,2.0,0.0,2.0,0,0,0.0
839,1,3,0,2.0,2.0,2.0,0,0,0.0
840,1,1,0,2.0,1.0,0.8,1,0,0.0
841,0,3,0,1.0,0.0,2.0,0,0,0.0
842,0,2,0,0.0,0.0,1.8,0,0,0.0
843,1,1,1,2.0,2.0,0.8,1,1,0.0
844,0,3,0,2.0,0.0,2.0,1,0,0.0
845,0,3,0,1.0,0.0,2.0,0,0,0.0
846,0,3,0,3.0,0.0,2.0,0,0,0.0
847,0,3,0,2.0,2.0,2.0,0,0,4.0
848,0,3,0,2.0,0.0,2.0,1,0,0.0
849,0,2,0,2.0,2.0,1.8,0,3,0.4
850,1,1,1,2.0,2.0,0.8,1,2,0.4
851,0,3,0,0.0,2.0,2.0,0,3,2.4
852,0,3,0,4.0,0.0,2.0,0,0,0.0
853,0,3,1,0.0,0.0,2.0,1,1,0.8
854,1,1,1,0.0,2.0,1.2,0,1,0.4
855,0,2,1,3.0,1.0,1.8,0,2,0.4
856,1,3,1,1.0,0.0,2.0,0,2,0.4
857,1,1,1,3.0,3.0,0.8,0,2,0.8
858,1,1,0,3.0,1.0,1.6,0,0,0.0
859,1,3,1,1.0,1.0,2.0,1,2,1.2
860,0,3,0,2.0,0.0,2.0,1,0,0.0
861,0,3,0,3.0,0.0,2.0,0,0,0.8
862,0,2,0,1.0,0.0,1.8,0,0,0.4
863,1,1,1,3.0,1.0,1.2,0,2,0.0
864,0,3,1,1.0,2.0,2.0,0,1,4.0
865,0,2,0,1.0,0.0,1.8,0,0,0.0
866,1,2,1,3.0,0.0,1.8,0,2,0.0
867,1,2,1,2.0,0.0,1.8,1,1,0.4
868,0,1,0,2.0,2.0,0.0,0,0,0.0
869,0,3,0,2.0,0.0,2.0,0,0,0.0
870,1,3,0,0.0,0.0,2.0,0,3,0.8
871,0,3,0,1.0,0.0,2.0,0,0,0.0
872,1,1,1,3.0,2.0,1.2,0,2,0.8
873,0,1,0,2.0,0.0,0.4,0,0,0.0
874,0,3,0,3.0,0.0,2.0,0,0,0.0
875,1,2,1,2.0,1.0,1.8,1,2,0.4
876,1,3,1,0.0,0.0,2.0,1,1,0.0
877,0,3,0,1.0,0.0,2.0,0,0,0.0
878,0,3,0,1.0,0.0,2.0,0,0,0.0
879,0,3,0,2.0,0.0,2.0,0,0,0.0
880,1,1,1,3.0,2.0,0.8,1,2,0.4
881,1,2,1,1.0,1.0,1.8,0,2,0.4
882,0,3,0,2.0,0.0,2.0,0,0,0.0
883,0,3,1,1.0,0.0,2.0,0,1,0.0
884,0,2,0,2.0,0.0,1.8,0,0,0.0
885,0,3,0,1.0,0.0,2.0,0,0,0.0
886,0,3,1,3.0,1.0,2.0,2,2,2.0
887,0,2,0,2.0,0.0,1.8,0,3,0.0
888,1,1,1,1.0,1.0,0.4,0,1,0.0
889,0,3,1,1.0,1.0,2.0,0,1,1.2
890,1,1,0,1.0,1.0,0.8,1,0,0.0
891,0,3,0,2.0,0.0,2.0,2,0,0.0
